,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
4740,44630,2641420,Low,SW,AUTO ACCIDENT,P171850265,1900 BEECHWOOD AV,39.305228,-76.705899,2017-07-04
4768,44673,2635910,High,NE,AUTO ACC/INJURY,P171830600,2500 BLK CECIL AV,39.319429,-76.599537,2017-07-02
4790,44701,2640397,Low,NE,AUTO ACCIDENT,P171842582,900 QUANTRIL WY,39.303290999999994,-76.546856,2017-07-03
4793,44705,2639721,Low,NE,AUTO ACCIDENT,P171841823,3400 BELAIR RD,39.322408,-76.572563,2017-07-03
4848,44771,2646212,High,WD,AUTO ACC/INJURY,P171862217,2400 WESTWOOD AV,39.308488,-76.65634,2017-07-05
4884,44817,2645359,Low,NW,HIT AND RUN,P171861284,4900 LIBERTY HEIGHTS AV,39.332318,-76.698674,2017-07-05
4931,44872,2621534,Low,NW,HIT AND RUN,P171781651,4200 FORDS LN,39.354062,-76.703006,2017-06-27
4946,44887,2645114,Low,SD,AUTO ACCIDENT,P171861003,SB MD 300 S/SB I 95 S,39.287603000000004,-76.61080799999999,2017-07-05
4980,44926,2660838,Low,SE,AUTO ACCIDENT,P171912418,1700 E PRATT ST,39.289246999999996,-76.593631,2017-07-10
4986,44936,2623623,Low,ND,AUTO ACCIDENT,P171790564,100 W 39TH ST,39.336051,-76.620956,2017-06-28
4995,44948,2621152,Low,SW,HIT AND RUN,P171781219,2100 HOLLINS ST,39.286955,-76.650152,2017-06-27
5033,45006,2676420,Low,WD,HIT AND RUN,P171970007,1300 N BENTALOU ST,39.302867,-76.65369100000001,2017-07-16
5038,45011,2680172,Low,NW,AUTO ACCIDENT,P171981196,2400 BLK DENISON ST,39.314747,-76.67446,2017-07-17
5054,45032,2680178,Low,SE,AUTO ACCIDENT,P171981203,3700 EASTERN AV,39.286623,-76.566345,2017-07-17
5112,45103,2685222,Low,NE,HIT AND RUN,P172000174,1800 E 31ST ST,39.326053,-76.590549,2017-07-19
5116,45108,2683246,Low,ED,HIT AND RUN,P171991442,1900 N BROADWAY,39.31292,-76.595851,2017-07-18
5117,45109,2665243,Low,NE,AUTO ACCIDENT,P171930803,5100 GOODNOW RD,39.326365,-76.544988,2017-07-12
5183,45203,2681376,Low,SW,AUTO ACCIDENT,P171982543,600 N AUGUSTA AV,39.294167,-76.684979,2017-07-17
5194,45218,2667110,Low,SW,AUTO ACCIDENT,P171932906,3900 WILKENS AV,39.269394,-76.684834,2017-07-12
5217,45246,2693911,Low,SD,HIT AND RUN,P172030019,800 S CAREY ST,39.282138,-76.637381,2017-07-22
5259,45293,2672877,High,CD,AUTO ACC/INJURY,P171952614,300 S SHARP ST,39.286372,-76.617518,2017-07-14
5280,45319,2648110,Low,SW,AUTO ACCIDENT,P171870695,5300 WINDSOR MILL RD,39.311084,-76.708905,2017-07-06
5294,45335,2658194,Low,SE,HIT AND RUN,P171902256,500 N POTOMAC ST,39.297271,-76.575101,2017-07-09
5318,45367,2659658,Low,NW,HIT AND RUN,P171911139,7200 PARK HEIGHTS AV,39.368648,-76.707498,2017-07-10
5326,45377,2675483,Low,SD,AUTO ACCIDENT,P171962146,1800 MCHENRY ST,39.284279999999995,-76.644964,2017-07-15
5427,45509,2647715,High,NE,AUTO ACC/INJURY,P171870202,4200 ERDMAN AV,39.313472,-76.567549,2017-07-06
5453,45546,2672374,Low,CD,AUTO ACCIDENT,P171952047,500 BLK N EUTAW ST,39.295148,-76.62128100000001,2017-07-14
5459,45555,2690630,Low,SW,AUTO ACCIDENT,P172013053,2900 BLK W BALTIMORE ST,39.28698,-76.665555,2017-07-20
5460,45556,2660954,Low,NW,AUTO ACCIDENT,P171912547,3600 CLARKS LN,39.361897,-76.70033199999999,2017-07-10
5470,45567,2647133,High,ND,AUTO ACC/INJURY,P171863221,SB I 100 S AT W COLD SPRING LN,39.345103,-76.62550300000001,2017-07-05
5472,45569,2660683,Low,NW,HIT AND RUN,P171912261,3700 EGERTON RD,39.327475,-76.679102,2017-07-10
5500,45607,2675485,Low,WD,AUTO ACCIDENT,P171962153,2400 W FRANKLIN ST,39.293515,-76.65486,2017-07-15
5587,45729,2667243,Low,NW,HIT AND RUN,P171933054,5600 JONQUIL AV,39.350968,-76.687608,2017-07-12
5605,45748,2675181,Low,NW,HIT AND RUN,P171961810,4600 BLK W FOREST PARK AV,39.322203,-76.694521,2017-07-15
5661,45818,2649367,High,CD,AUTO ACC/INJURY,P171872093,SB I 100 S AT EXIT 6 W MT ROYAL AV,39.305519,-76.616442,2017-07-06
5668,45827,2678275,Low,NE,AUTO ACCIDENT,P171972118,2400 PERRING MANOR RD,39.371898,-76.567112,2017-07-16
5675,45834,2684395,Low,NE,AUTO ACCIDENT,P171992696,2000 RAMBLEWOOD RD,39.358160999999996,-76.578019,2017-07-18
5680,45845,2686794,Low,CD,AUTO ACCIDENT,P172001973,400 W PRATT ST,39.286277,-76.620111,2017-07-19
5712,45885,2682680,Low,SE,HIT AND RUN,P171990802,1900 GOUGH ST,39.287787,-76.589875,2017-07-18
5718,45894,2690696,Low,NE,AUTO ACCIDENT,P172013127,6800 PERRING PY,39.368959000000004,-76.573195,2017-07-20
5720,45896,2680945,Low,SD,AUTO ACCIDENT,P171982049,2400 BLK NEVADA ST,39.262723,-76.63788199999999,2017-07-17
5744,45930,2678177,Low,SD,AUTO ACCIDENT,P171972004,4500 CURTIS AV,39.225195,-76.586827,2017-07-16
5838,46048,2681525,Low,SD,AUTO ACCIDENT,P171982699,300 S WOODYEAR ST,39.284524,-76.638607,2017-07-17
5859,46075,2712569,Low,SW,HIT AND RUN,P172091669,3700 COLBORNE RD,39.298002000000004,-76.67908,2017-07-28
5879,46106,2708907,Low,SE,AUTO ACCIDENT,P172080972,100 BLK S COLLINGTON AV,39.290676,-76.586159,2017-07-27
5882,46109,2706886,Low,CD,AUTO ACCIDENT,P172072096,400 W PRATT ST,39.286277,-76.620111,2017-07-26
5883,46110,2684197,High,NE,AUTO ACC/INJURY,P171992471,6500 BELAIR RD,39.35335,-76.532279,2017-07-18
5903,46131,2717837,Low,NE,HIT AND RUN,P172111260,1100 HEWITT WY,39.305406,-76.54736,2017-07-30
5926,46160,2699488,Low,ND,AUTO ACCIDENT,P172050286,W NORTHERN PY/SB I 100 S,39.287869,-76.610827,2017-07-24
5928,46163,2699879,Low,ND,HIT AND RUN,P172050749,3700 FALLS RD,39.332778000000005,-76.635514,2017-07-24
5930,46166,2684161,Low,ED,HIT AND RUN,P171992439,1200 E MADISON ST,39.299138,-76.601475,2017-07-18
5953,46200,2697342,Low,SE,AUTO ACCIDENT,P172040748,600 S PONCA ST,39.286076,-76.554899,2017-07-23
5983,46239,2680312,Low,NE,HIT AND RUN,P171981370,2500 BLK ERDMAN AV,39.32481,-76.578785,2017-07-17
6006,46264,2702349,Low,ED,HIT AND RUN,P172060398,1200 N CAROLINE ST,39.304318,-76.597974,2017-07-25
6026,46290,2715417,Low,SE,AUTO ACCIDENT,P172101665,6700 DANVILLE AV,39.276245,-76.531889,2017-07-29
6083,46364,2713402,High,SE,AUTO ACC/INJURY,P172092592,300 BLK N ELLWOOD AV,39.295552,-76.573545,2017-07-28
6098,46384,2703031,Low,ED,AUTO ACCIDENT,P172061173,1000 BLK E BIDDLE ST,39.303936,-76.603418,2017-07-25
6101,46387,2685405,Low,WD,HIT AND RUN,P172000381,1900 HARLEM AV,39.296310999999996,-76.647506,2017-07-19
6106,46396,2689870,Medium,CD,HIT AND RUN,P172012185,200 N CHARLES ST,39.291418,-76.615258,2017-07-20
6110,46402,2720500,Low,CD,AUTO ACCIDENT,P172121257,300 N PACA ST,39.292866,-76.62253,2017-07-31
6128,46423,2718982,Low,SW,AUTO ACCIDENT,P172112522,600 BLK N AUGUSTA AV,39.294167,-76.684979,2017-07-30
6172,46492,2696385,Low,SD,HIT AND RUN,P172032750,2400 S PACA ST,39.264032,-76.643929,2017-07-22
6192,46519,2700743,Low,NE,AUTO ACCIDENT,P172051712,4500 BLK NORTHWOOD DR,39.345613,-76.595699,2017-07-24
6197,46525,2698755,Low,SD,HIT AND RUN,P172042286,1100 LIGHT ST,39.276643,-76.6123,2017-07-23
6214,46553,2720374,Low,ED,AUTO ACCIDENT,P172121115,600 E MADISON ST,39.298935,-76.606415,2017-07-31
6234,46578,2700792,Low,NE,AUTO ACCIDENT,P172051759,4500 NORTHWOOD DR,39.345613,-76.595699,2017-07-24
6299,46663,2704378,Medium,NE,AUTO ACCIDENT,P172062657,2500 HALCYON AV,39.347766,-76.573592,2017-07-25
6323,46696,2709565,High,ED,AUTO ACC/INJURY,P172081684,1800 BLK E FEDERAL ST,39.308609999999994,-76.592559,2017-07-27
6351,46731,2700359,Low,SE,HIT AND RUN,P172051287,1400 BONSAL ST,39.277718,-76.544673,2017-07-24
6386,46778,2686194,Low,SD,AUTO ACCIDENT,P172001294,300 W CAMDEN ST,39.285162,-76.621798,2017-07-19
6404,46799,2695843,Low,NE,AUTO ACCIDENT,P172032141,5800 HILLEN RD,39.358925,-76.581862,2017-07-22
6437,46840,2712350,Low,SW,AUTO ACCIDENT,P172091426,4700 EDMONDSON AV,39.293003999999996,-76.698229,2017-07-28
6471,46889,2680919,Low,NE,HIT AND RUN,P171982027,2400 BELAIR RD,39.317686,-76.578171,2017-07-17
6532,46964,2684662,Low,ED,HIT AND RUN,P171992984,3200 E FEDERAL ST,39.309343,-76.572857,2017-07-18
6542,46974,2680876,Low,ND,AUTO ACCIDENT,P171981968,400 W COLD SPRING LN,39.344689,-76.629984,2017-07-17
6554,46989,2701208,High,SD,AUTO ACC/INJURY,P172052217,2900 HOLLINS FERRY RD,39.255732,-76.645974,2017-07-24
6558,46996,2708494,Low,SE,AUTO ACCIDENT,P172080480,2300 BOSTON ST,39.283111,-76.58437099999999,2017-07-27
6566,47004,2697326,Low,NE,HIT AND RUN,P172040733,800 BLK E 25TH ST,39.318165,-76.601858,2017-07-23
6592,47040,2740992,High,NE,AUTO ACC/INJURY,P172191946,1400 CEDARCROFT RD,39.368981,-76.586538,2017-08-07
6626,47084,2748476,Low,NE,AUTO ACCIDENT,P172220852,3300 3300 BLK ELMLEY AVE,39.317023999999996,-76.57709,2017-08-10
6634,47095,2733005,High,ND,AUTO ACC/INJURY,P172162073,5700 FALLS RD,39.36466,-76.647363,2017-08-04
6651,47117,2749001,Low,SD,HIT AND RUN,P172221452,1800 WASHINGTON BL,39.275038,-76.642543,2017-08-10
6675,47152,2723762,High,ED,AUTO ACC/INJURY,P172131674,900 E EAGER ST,39.301435999999995,-76.60467299999999,2017-08-01
6678,47156,2733519,Low,ND,AUTO ACCIDENT,P172162638,3000 ST PAUL ST,39.324495,-76.615797,2017-08-04
6700,47187,2710228,Low,SE,AUTO ACCIDENT,P172082423,1700 DUNDALK AV,39.274592,-76.532154,2017-07-27
6702,47189,2740632,Low,SW,AUTO ACCIDENT,P172191560,700 S CATON AV,39.276208000000004,-76.67155100000001,2017-08-07
6708,47196,2729774,Low,NW,AUTO ACCIDENT,P172151821,3600 REISTERSTOWN RD,39.329039,-76.660349,2017-08-03
6714,47202,2726751,High,SW,AUTO ACC/INJURY,P172141658,2800 BLK W BALTIMORE ST,39.287554,-76.661022,2017-08-02
6717,47206,2735659,Low,SW,AUTO ACCIDENT,P172171751,3600 FREDERICK AV,39.281546,-76.676296,2017-08-05
6720,47209,2745302,Low,NW,HIT AND RUN,P172210487,4000 HAYWARD AV,39.346224,-76.68452099999999,2017-08-09
6731,47229,2727733,Low,SE,AUTO ACCIDENT,P172142731,2200 BLK EASTERN AV,39.285897999999996,-76.585674,2017-08-02
6820,47337,2710156,Low,SE,AUTO ACCIDENT,P172082335,1700 DUNDALK AV,39.274592,-76.532154,2017-07-27
6837,47358,2718116,High,CD,AUTO ACC/INJURY,P172111563,NB I 100 N AT N CHARLES ST,39.290908,-76.615223,2017-07-30
6858,47385,2719872,Low,ND,AUTO ACCIDENT,P172120547,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2017-07-31
6893,47426,2723573,Low,ND,HIT AND RUN,P172131478,5300 YORK RD,39.354463,-76.609868,2017-08-01
6895,47428,2741727,Low,CD,AUTO ACCIDENT,P172192771,SB I 100 S AT GUILFORD AV,39.290828000000005,-76.611069,2017-08-07
6896,47429,2717314,Low,SD,AUTO ACCIDENT,P172110688,3100 BLK JANICE AV,39.253873,-76.652875,2017-07-30
6912,47456,2741188,Low,ND,AUTO ACCIDENT,P172192175,SB I 100 S AT W COLD SPRING LN,39.345103,-76.62550300000001,2017-08-07
6919,47464,2710792,Low,SW,HIT AND RUN,P172083040,4600-A EDMONDSON AV,39.293406,-76.693881,2017-07-27
6927,47473,2737922,Low,SW,AUTO ACCIDENT,P172181390,3800 COLBORNE RD,39.297958,-76.680481,2017-08-06
6963,47522,2733368,Low,CD,AUTO ACCIDENT,P172162469,600 BLK E PRATT ST,39.286741,-76.60776899999999,2017-08-04
6964,47524,2742731,Low,CD,HIT AND RUN,P172200866,500 W FAYETTE ST,39.290328,-76.622506,2017-08-08
6965,47525,2722652,Low,SE,AUTO ACCIDENT,P172130437,3000 EASTERN AV,39.286349,-76.574378,2017-08-01
6967,47527,2732986,Low,SE,AUTO ACCIDENT,P172162043,2700 BOSTON ST,39.279072,-76.577606,2017-08-04
6989,47556,2730308,Low,CD,AUTO ACCIDENT,P172152415,900 N HOWARD ST,39.302738,-76.62044300000001,2017-08-03
7035,47611,2727700,Low,NW,AUTO ACCIDENT,P172142696,3000 REISTERSTOWN RD,39.322059,-76.65527,2017-08-02
7074,47656,2736051,Low,SE,HIT AND RUN,P172172188,100 S LINWOOD AV,39.291477,-76.576131,2017-08-05
7089,47675,2720588,Low,WD,AUTO ACCIDENT,P172121353,1200 BLK W BALTIMORE ST,39.28857,-76.636894,2017-07-31
7183,47789,2741034,High,ND,AUTO ACC/INJURY,P172192000,SB I 100 S AT W COLD SPRING LN,39.345103,-76.62550300000001,2017-08-07
7227,47847,2723812,Low,NW,HIT AND RUN,P172131740,3700 MARMON AV,39.335263,-76.701075,2017-08-01
7242,47865,2746636,Medium,NW,AUTO ACCIDENT,P172212011,4100 BLK PATTERSON AV,39.355006,-76.703727,2017-08-09
7277,47913,2730265,Low,NE,HIT AND RUN,P172152375,5000-5006 WALTHER AV,39.343861,-76.560404,2017-08-03
7278,47914,2712537,High,WD,AUTO ACC/INJURY,P172091639,2200 WESTWOOD AV,39.308552,-76.653189,2017-07-28
7365,48022,2727165,Low,SE,AUTO ACCIDENT,P172142111,600 S PRESIDENT ST,39.283594,-76.601905,2017-08-02
7367,48024,2715364,High,NE,AUTO ACC/INJURY,P172101605,3800 ECHODALE AV,39.342135999999996,-76.555586,2017-07-29
7379,48046,2775660,Low,NE,AUTO ACCIDENT,P172312884,1300 WINDEMERE AV,39.330135,-76.59768100000001,2017-08-19
7381,48049,2761418,Low,SE,AUTO ACCIDENT,P172263063,5500 O DONNELL ST,39.281220000000005,-76.548358,2017-08-14
7506,48215,2774611,Low,NW,HIT AND RUN,P172311737,4100 NORFOLK AV,39.323549,-76.686814,2017-08-19
7517,48228,2755757,Medium,WD,HIT AND RUN,P172242639,1600 PRESBURY ST,39.307974,-76.64397199999999,2017-08-12
7570,48299,2774467,Low,SD,AUTO ACCIDENT,P172311572,900 RUSSELL ST,39.279855,-76.624135,2017-08-19
7605,48345,2761044,High,WD,AUTO ACC/INJURY,P172262622,600 BLK N CARROLLTON AV,39.295609000000006,-76.637123,2017-08-14
7607,48347,2744488,Low,SE,HIT AND RUN,P172202835,300 N BROADWAY,39.294865,-76.594177,2017-08-08
7643,48395,2768723,Low,ND,HIT AND RUN,P172291609,2900 MATHEWS ST,39.323421,-76.60740899999999,2017-08-17
7683,48442,2745451,Low,CD,HIT AND RUN,P172210672,800 LINDEN AV,39.298648,-76.62078000000001,2017-08-09
7715,48486,2754485,High,NE,AUTO ACC/INJURY,P172241218,1200 E 35TH ST,39.330933,-76.599214,2017-08-12
7719,48490,2760514,High,ND,AUTO ACC/INJURY,P172262039,SB I 100 S AT W NORTHERN PY,39.290305,-76.61636999999999,2017-08-14
7759,48541,2740427,Low,NE,HIT AND RUN,P172191341,3200 GIBBONS AV,39.349184,-76.560135,2017-08-07
7765,48554,2752343,Low,SW,HIT AND RUN,P172232065,3900 GLEN HUNT RD,39.300046,-76.68175,2017-08-11
7858,48675,2776156,High,ND,AUTO ACC/INJURY,P172320250,NB I 100 N/W NORTHERN PY,39.311132,-76.618077,2017-08-20
7861,48678,2768137,Low,SE,HIT AND RUN,P172290950,700 BLK S BROADWAY,39.280907,-76.614657,2017-08-17
7906,48739,2767514,Low,SE,AUTO ACCIDENT,P172290227,100 S CURLEY ST,39.291015,-76.575396,2017-08-17
7918,48757,2775373,Low,SW,AUTO ACCIDENT,P172312565,4900 BLK CARMINE AV,39.306108,-76.70746,2017-08-19
7925,48769,2772797,Low,SD,HIT AND RUN,P172302958,3000 BLK POTEE ST,39.249593,-76.615047,2017-08-18
7975,48832,2752934,Low,NW,HIT AND RUN,P172232738,5300 GIST AV,39.346624,-76.684946,2017-08-11
7994,48858,2760486,High,ND,AUTO ACC/INJURY,P172262006,5200 BLK YORK RD,39.352315000000004,-76.609786,2017-08-14
8040,48919,2775307,High,SD,AUTO ACC/INJURY,P172312494,2700 FISK RD,39.25005,-76.631008,2017-08-19
8051,48932,2771721,Low,WD,AUTO ACCIDENT,P172301754,2400 REISTERSTOWN RD,39.315796,-76.649438,2017-08-18
8064,48946,2804245,High,ED,AUTO ACC/INJURY,P172420481,3900 E MONUMENT ST,39.299655,-76.56551800000001,2017-08-30
8097,48995,2786274,Low,NE,HIT AND RUN,P172352144,5200 SINCLAIR LN,39.323032,-76.543379,2017-08-23
8136,49045,2792558,Low,WD,HIT AND RUN,P172372612,400 N SMALLWOOD ST,39.292958,-76.651741,2017-08-25
8144,49055,2779531,Low,SD,AUTO ACCIDENT,P172331024,1700 BLK HOLLINS ST,39.287290999999996,-76.64408399999999,2017-08-21
8145,49057,2762922,Low,NW,HIT AND RUN,P172271628,3300 CARLISLE AV,39.319426,-76.673175,2017-08-15
8173,49095,2778892,Low,SD,HIT AND RUN,P172330300,3300 ENGLISH CONSUL AV,39.247201000000004,-76.634171,2017-08-21
8184,49110,2772126,Low,SW,AUTO ACCIDENT,P172302205,300 NORTH BEND RD,39.283727,-76.70728000000001,2017-08-18
8207,49138,2796826,Low,SD,HIT AND RUN,P172391043,2600 SEAMON AV,39.253208,-76.62255400000001,2017-08-27
8232,49172,2789045,Low,SE,HIT AND RUN,P172361982,400 S CAROLINE ST,39.286245,-76.59682,2017-08-24
8256,49208,2779631,Low,NW,HIT AND RUN,P172331133,4700 WAKEFIELD RD,39.318649,-76.694641,2017-08-21
8276,49229,2785738,Low,ND,HIT AND RUN,P172351541,5900 CHINQUAPIN PY,39.364276000000004,-76.597094,2017-08-23
8305,49263,2763348,Low,SD,AUTO ACCIDENT,P172272103,3900 BLK S HANOVER ST,39.235372999999996,-76.611113,2017-08-15
8306,49264,2785191,Low,CD,HIT AND RUN,P172350937,700 E PRATT ST,39.28678,-76.606829,2017-08-23
8345,49309,2766304,Low,NW,AUTO ACCIDENT,P172282180,2700 BLK GWYNNS FALLS PY,39.314782,-76.662806,2017-08-16
8359,49328,2763210,High,SD,AUTO ACC/INJURY,P172271943,NB I 100 N/KEY HY,39.290731,-76.626918,2017-08-15
8377,49351,2768667,High,NW,AUTO ACC/INJURY,P172291547,3600 BLK REISTERSTOWN RD,39.329039,-76.660349,2017-08-17
8399,49377,2781439,Low,WD,AUTO ACCIDENT,P172340074,1800 LAURENS ST,39.303067,-76.64609399999999,2017-08-22
8435,49423,2780357,High,SD,AUTO ACC/INJURY,P172331915,HANOVER ST BRIDGE,39.192799,-76.72440300000001,2017-08-21
8464,49462,2800486,Low,SD,AUTO ACCIDENT,P172402227,3300 ENGLISH CONSUL AV,39.247201000000004,-76.634171,2017-08-28
8468,49468,2773851,Low,CD,AUTO ACCIDENT,P172310911,SB I 100 S/MARYLAND AV,39.241877,-76.516172,2017-08-19
8497,49508,2776749,Low,SW,HIT AND RUN,P172320938,2000 GRINNALDS AV,39.266484000000005,-76.650347,2017-08-20
8498,49509,2769972,Low,WD,AUTO ACCIDENT,P172292994,2400 W FRANKLIN ST,39.293515,-76.65486,2017-08-17
8519,49542,2777305,Low,NE,AUTO ACCIDENT,P172321553,6500 OLD HARFORD RD,39.363785,-76.558583,2017-08-20
8520,49544,2802958,Low,SW,AUTO ACCIDENT,P172411909,3700 W SARATOGA ST,39.290706,-76.67871,2017-08-29
8540,49566,2792011,Low,NE,AUTO ACCIDENT,P172371995,6700 PULASKI HY,39.305727000000005,-76.536888,2017-08-25
8545,49572,2806647,Low,NE,AUTO ACCIDENT,P172430028,2400 WESTFIELD AV,39.364051,-76.565885,2017-08-31
8547,49574,2771701,Low,SE,AUTO ACCIDENT,P172301732,6300 EASTERN AV,39.287698,-76.54061899999999,2017-08-18
8559,49590,2767198,High,NE,AUTO ACC/INJURY,P172283187,3800 MONTEREY RD,39.334152,-76.59739300000001,2017-08-16
8565,49597,2763170,Low,SW,HIT AND RUN,P172271896,1900 LETITIA AV,39.263389000000004,-76.655778,2017-08-15
8594,49629,2769596,Low,WD,HIT AND RUN,P172292583,WB I 200 W/N CALHOUN ST,39.291222,-76.63969300000001,2017-08-17
8663,49724,2786451,Low,SE,AUTO ACCIDENT,P172352343,6400 BOSTON ST,39.27823,-76.538514,2017-08-23
8696,49762,2782116,Low,CD,HIT AND RUN,P172340872,1100 PARK AV,39.304809999999996,-76.621256,2017-08-22
8748,49834,2793186,Low,SE,HIT AND RUN,P172380036,1000 FLEET ST,39.28427,-76.59995500000001,2017-08-26
8773,49862,2782859,Low,NW,HIT AND RUN,P172341669,4200 ELDERON AV,39.341746,-76.689415,2017-08-22
8780,49869,2787220,Low,NW,HIT AND RUN,P172353202,2700 W BELVEDERE AV,39.352478000000005,-76.669116,2017-08-23
8783,49872,2772692,Low,NW,HIT AND RUN,P172302842,3900 BLK PARK HEIGHTS AV,39.333385,-76.66183199999999,2017-08-18
8800,49896,2791981,Low,WD,HIT AND RUN,P172371961,1200 N BENTALOU ST,39.301851,-76.653628,2017-08-25
8806,49904,2811206,High,NE,AUTO ACC/INJURY,P172441793,5400 REMMELL AV,39.342123,-76.55275400000001,2017-09-01
8809,49908,2822386,Low,ND,AUTO ACCIDENT,P172482698,SB I 100 S AT W 29TH ST,39.323101,-76.61859,2017-09-05
8817,49917,2791149,Low,SD,AUTO ACCIDENT,P172370996,1200 W PRATT ST,39.285595,-76.636556,2017-08-25
8836,49942,2798191,Low,SW,HIT AND RUN,P172392516,3000 W NORTH AV,39.309047,-76.66769000000001,2017-08-27
8861,49971,2820598,Low,ED,AUTO ACCIDENT,P172480671,1200 E EAGER ST,39.30155,-76.601857,2017-09-05
8877,49995,2810728,Low,SE,AUTO ACCIDENT,P172441264,400 S HIGHLAND AV,39.287421,-76.569074,2017-09-01
8878,49996,2806560,Low,SE,AUTO ACCIDENT,P172423061,600 SAVAGE ST,39.286106,-76.55208,2017-08-30
8909,50032,2804562,Low,SW,HIT AND RUN,P172420837,300 N MONASTERY AV,39.290009000000005,-76.67385,2017-08-30
8933,50071,2823226,Low,SD,HIT AND RUN,P172490799,2900 HOLLINS FERRY RD,39.255732,-76.645974,2017-09-06
8945,50087,2813917,Medium,NW,AUTO ACCIDENT,P172451609,4100 REISTERSTOWN RD,39.335108,-76.66498,2017-09-02
9034,50208,2824083,Low,SE,AUTO ACCIDENT,P172491805,NB I 100 N AT O DONNELL ST CUT OFF,39.280077,-76.574548,2017-09-06
9063,50251,2811882,Low,NW,HIT AND RUN,P172442552,5500 MINNOKA AV,39.348449,-76.689771,2017-09-01
9078,50270,2813689,Low,SE,HIT AND RUN,P172451370,100 S HAVEN ST,39.291317,-76.562722,2017-09-02
9095,50297,2792074,Low,NE,HIT AND RUN,P172372069,6300 BELAIR RD,39.351521999999996,-76.534368,2017-08-25
9096,50298,2810402,Low,SD,AUTO ACCIDENT,P172440916,2800 BLK SETHLOW RD,39.248823,-76.63004699999999,2017-09-01
9103,50306,2804489,Low,NE,AUTO ACCIDENT,P172420755,2300 E NORTHERN PY,39.368559000000005,-76.567428,2017-08-30
9108,50316,2814217,High,WD,AUTO ACC/INJURY,P172451949,800 N MONROE ST,39.297925,-76.647468,2017-09-02
9115,50324,2819267,Low,NE,HIT AND RUN,P172472005,3100 LAWNVIEW AV,39.319966,-76.575006,2017-09-04
9135,50356,2808741,Low,SE,AUTO ACCIDENT,P172432396,3400 MT PLEASANT AV,39.29084,-76.569129,2017-08-31
9235,50481,2820242,Low,CD,HIT AND RUN,P172480233,1800 BLK MCCULLOH ST,39.306581,-76.632806,2017-09-05
9260,50513,2813114,High,SE,AUTO ACC/INJURY,P172450731,6200 HOLABIRD AV,39.272175,-76.541173,2017-09-02
9271,50528,2811229,Low,SE,AUTO ACCIDENT,P172441822,500 N CURLEY ST,39.29707,-76.57579399999999,2017-09-01
9307,50567,2804235,Low,CD,AUTO ACCIDENT,P172420470,SB I 100 S/E PLEASANT ST,39.2936,-76.61330600000001,2017-08-30
9398,50676,2807454,Low,ED,HIT AND RUN,P172430958,4900 BLK E MONUMENT ST,39.300032,-76.55526,2017-08-31
9418,50701,2810355,Low,NW,AUTO ACCIDENT,P172440861,2400 N HILTON ST,39.314735,-76.672696,2017-09-01
9422,50707,2802765,Low,CD,AUTO ACCIDENT,P172411671,900 PENNSYLVANIA AV,39.296611,-76.62610600000001,2017-08-29
9424,50709,2821643,Low,NW,AUTO ACCIDENT,P172481860,6000 BLK PARK HEIGHTS AV,39.356475,-76.689588,2017-09-05
9442,50731,2811159,Medium,ND,AUTO ACCIDENT,P172441734,3900 N CHARLES ST,39.336472,-76.61823199999999,2017-09-01
9456,50750,2813596,Low,CD,AUTO ACCIDENT,P172451271,SB I 100 S/E FAYETTE ST,39.290478,-76.6104,2017-09-02
9458,50752,2823891,High,SW,AUTO ACC/INJURY,P172491583,100 N HILTON ST,39.287075,-76.67236,2017-09-06
9492,50793,2823650,Low,ND,AUTO ACCIDENT,P172491298,2000 N CHARLES ST,39.312471,-76.616637,2017-09-06
9501,50806,2824330,Low,NE,AUTO ACCIDENT,P172492088,1500 E BELVEDERE AV,39.359765,-76.588461,2017-09-06
9515,50825,2811393,Low,WD,AUTO ACCIDENT,P172442006,1000 BLK N FULTON AV,39.299989000000004,-76.64590600000001,2017-09-01
9542,50854,2791433,Low,SW,HIT AND RUN,P172371329,3700 EDMONDSON AV,39.293957,-76.678525,2017-08-25
9543,50855,2811386,Low,NE,AUTO ACCIDENT,P172441998,4300 MARBLE HALL RD,39.342709,-76.593498,2017-09-01
9558,50877,2949860,Low,SD,HIT AND RUN,P172950742,2700 WEGWORTH LN,39.254267999999996,-76.643763,2017-10-22
9629,50972,2859698,Low,SW,AUTO ACCIDENT,P172622138,3200 WASHINGTON BL,39.25817,-76.66273199999999,2017-09-19
9644,50989,2831884,Low,ND,AUTO ACCIDENT,P172521335,3500 BEECH AV,39.330107,-76.626664,2017-09-09
9649,50999,2867791,Low,SD,AUTO ACCIDENT,P172651806,2800 WEGWORTH LN,39.253696000000005,-76.64022299999999,2017-09-22
9668,51030,2830993,Low,ED,AUTO ACC/INJURY,P172520346,2600 BLK E MONUMENT ST,39.2989,-76.580712,2017-09-09
